sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Odocoileus virginianus	RO:0002470	eats		Attalea butyracea							"Timm, Robert M.; Lieberman, Diana; Lieberman, Milton; McClearn, Deedra. 2009. Mammals of Cabo Blanco: History, diversity, and conservation after 45 years of regrowth of a Costa Rican dry forest. Forest Ecology and Management. 997-1013"
	Tapirus bairdii	RO:0002470	eats		Attalea butyracea							"Wright, S. J.; Duber, H. C.. 2001. Poachers and forest fragmentation alter seed dispersal, seed survival, and seedling recruitment in the palm Attalea butyraceae, with implications for tropical tree diversity. Biotropica. 583-595"
	Tapirus bairdii	RO:0002470	eats		Attalea butyracea							"Jansen, Patrick A.; Visser, Marco D.; Wright, S. Joseph; Rutten, Gemma; Muller-Landau, Helene C.. 2014. Negative density dependence of seed dispersal and seedling recruitment in a Neotropical palm. Ecology Letters. 1111-1120"
	Proechimys longicaudatus	RO:0002470	eats		Astrocaryum macrocalyx							"TERBORGH, J.; LOSOS, E.; RILEY, MP; RILEY, MB. 1993. PREDATION BY VERTEBRATES AND INVERTEBRATES ON THE SEEDS OF 5 CANOPY TREE SPECIES OF AN AMAZONIAN FOREST. Vegetatio. 375-386"
	Proechimys brevicauda	RO:0002470	eats		Astrocaryum macrocalyx							"TERBORGH, J.; LOSOS, E.; RILEY, MP; RILEY, MB. 1993. PREDATION BY VERTEBRATES AND INVERTEBRATES ON THE SEEDS OF 5 CANOPY TREE SPECIES OF AN AMAZONIAN FOREST. Vegetatio. 375-386"
	Proechimys simonsi	RO:0002470	eats		Astrocaryum macrocalyx							"TERBORGH, J.; LOSOS, E.; RILEY, MP; RILEY, MB. 1993. PREDATION BY VERTEBRATES AND INVERTEBRATES ON THE SEEDS OF 5 CANOPY TREE SPECIES OF AN AMAZONIAN FOREST. Vegetatio. 375-386"
	Proechimys steerei	RO:0002470	eats		Astrocaryum macrocalyx							"TERBORGH, J.; LOSOS, E.; RILEY, MP; RILEY, MB. 1993. PREDATION BY VERTEBRATES AND INVERTEBRATES ON THE SEEDS OF 5 CANOPY TREE SPECIES OF AN AMAZONIAN FOREST. Vegetatio. 375-386"
	Proechimys pattoni	RO:0002470	eats		Astrocaryum macrocalyx							"TERBORGH, J.; LOSOS, E.; RILEY, MP; RILEY, MB. 1993. PREDATION BY VERTEBRATES AND INVERTEBRATES ON THE SEEDS OF 5 CANOPY TREE SPECIES OF AN AMAZONIAN FOREST. Vegetatio. 375-386"
	Proechimys cuvieri	RO:0002470	eats		Astrocaryum macrocalyx							"TERBORGH, J.; LOSOS, E.; RILEY, MP; RILEY, MB. 1993. PREDATION BY VERTEBRATES AND INVERTEBRATES ON THE SEEDS OF 5 CANOPY TREE SPECIES OF AN AMAZONIAN FOREST. Vegetatio. 375-386"
	Sciurus spadiceus	RO:0002470	eats		Astrocaryum macrocalyx							"TERBORGH, J.; LOSOS, E.; RILEY, MP; RILEY, MB. 1993. PREDATION BY VERTEBRATES AND INVERTEBRATES ON THE SEEDS OF 5 CANOPY TREE SPECIES OF AN AMAZONIAN FOREST. Vegetatio. 375-386"
	Dasyprocta punctata	RO:0002470	eats		Phytelephas seemannii							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Papio papio	RO:0002470	eats		Raphia sudanica							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Pan troglodytes	RO:0002470	eats		Raphia sudanica							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Gypohierax angolensis	RO:0002470	eats		Raphia vinifera							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Sciurillus pusillus	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Sciurus sanborni	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Sciurus ignitus	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Proechimys longicaudatus	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Proechimys brevicauda	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Proechimys simonsi	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Proechimys steerei	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Proechimys pattoni	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Proechimys cuvieri	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Sciurus spadiceus	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Sciurus spadiceus	RO:0002470	eats		Astrocaryum murumuru							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Sciurus pyrrhinus	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Sciurus igniventris	RO:0002470	eats		Astrocaryum murumuru							"Palmer, Rosa R.; Koprowski, John L.. 2014. Feeding behavior and activity patterns of Amazon red squirrels. Mammalia. 303-313"
	Sciurus igniventris	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Sapajus apella	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Sapajus apella	RO:0002470	eats		Astrocaryum murumuru							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum murumuru							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Tayassu pecari	RO:0002470	eats		Astrocaryum murumuru							"Silman, M. R.; Terborgh, J. W.; Kiltie, R. A.. 2003. Population regulation of a dominant-rain forest tree by a major seed-predator. Ecology. 431-438"
	Tayassu pecari	RO:0002470	eats		Astrocaryum murumuru							"Keuroghlian, Alexine; Eaton, Donald P.. 2009. Removal of palm fruits and ecosystem engineering in palm stands by white-lipped peccaries (Tayassu pecari) and other frugivores in an isolated Atlantic Forest fragment. Biodiversity and Conservation. 1733-1750"
	Tayassu pecari	RO:0002470	eats		Astrocaryum murumuru							"Cintra, R.; Horna, V.. 1997. Seed and seedling survival of the palm Astrocaryum murumuru and the legume tree Dipteryx micrantha in gaps in Amazonian forest. Journal of Tropical Ecology. 257-277"
	Tayassu pecari	RO:0002470	eats		Astrocaryum murumuru							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Tapirus terrestris	RO:0002470	eats		Astrocaryum murumuru							"Uriarte, Maria; Anciaes, Marina; da Silva, Mariana T. B.; Rubim, Paulo; Johnson, Erik; Bruna, Emilio M.. 2011. Disentangling the drivers of reduced long-distance seed dispersal by birds in an experimentally fragmented landscape. Ecology. 924-937"
	Tapirus terrestris	RO:0002470	eats		Astrocaryum murumuru							"O'Farrill, Georgina; Galetti, Mauro; Campos-Arceiz, Ahimsa. 2013. Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative Zoology. Apr-17"
	Lithodoras dorsalis	RO:0002470	eats		Astrocaryum murumuru							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Rhinoclemys punctularia	RO:0002470	eats		Astrocaryum murumuru							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Geochelone denticulata	RO:0002470	eats		Astrocaryum murumuru							"Guzman, Adriana; Stevenson, Pablo R.. 2008. Seed dispersal, habitat selection and movement patterns in the Amazonian tortoise, Geochelone denticulata. Amphibia-Reptilia. 463-472"
	Schistochlamys melanopis	RO:0002470	eats		Mauritia flexuosa							"Prada Villalobos, Manrique; Araujo Bagno, Marcelo. 2012. Avian frugivores feeding on Mauritia flexuosa (Arecaceae) fruits in Central Brazil. Revista Brasileira De Ornitologia. 26-29"
	Thraupis palmarum	RO:0002470	eats		Mauritia flexuosa							"Malacco da Silva, Gustavo Bernardino; Pedroni, Fernando. 2014. FRUGIVORY BY BIRDS IN CERRADO IN THE CITY OF UBERLANDIA, MINAS GERAIS. Revista Arvore. 433-442"
	Thraupis palmarum	RO:0002470	eats		Mauritia flexuosa							"Prada Villalobos, Manrique; Araujo Bagno, Marcelo. 2012. Avian frugivores feeding on Mauritia flexuosa (Arecaceae) fruits in Central Brazil. Revista Brasileira De Ornitologia. 26-29"
	Sigmodon alstoni	RO:0002470	eats		Mauritia flexuosa							"PONCE CALDERîN, Mar’a Elena. 2002. Patrones de ca’da de frutos en Mauritia Flexuosa L.F. Y fauna involucrada en los procesos de remoci—n de semillas. Acta Bot‡nica Venezuelica. 119-142"
	Gnorimopsar chopi	RO:0002470	eats		Mauritia flexuosa							"Malacco da Silva, Gustavo Bernardino; Pedroni, Fernando. 2014. FRUGIVORY BY BIRDS IN CERRADO IN THE CITY OF UBERLANDIA, MINAS GERAIS. Revista Arvore. 433-442"
	Gnorimopsar chopi	RO:0002470	eats		Mauritia flexuosa							"Prada Villalobos, Manrique; Araujo Bagno, Marcelo. 2012. Avian frugivores feeding on Mauritia flexuosa (Arecaceae) fruits in Central Brazil. Revista Brasileira De Ornitologia. 26-29"
	Heteromys anomalus	RO:0002470	eats		Mauritia flexuosa							"PONCE CALDERîN, Mar’a Elena. 2002. Patrones de ca’da de frutos en Mauritia Flexuosa L.F. Y fauna involucrada en los procesos de remoci—n de semillas. Acta Bot‡nica Venezuelica. 119-142"
	Rousettus angolensis	RO:0002470	eats		Phoenix dactylifera							"Mickleburgh, S,. Hutson, A., Racey., P.. 1992. Old World Fruit Bats. An action plan for their conservations. IUCN/SSC Chiroptera Specialist Group. "
	Melanerpes candidus	RO:0002470	eats		Mauritia flexuosa							"Malacco da Silva, Gustavo Bernardino; Pedroni, Fernando. 2014. FRUGIVORY BY BIRDS IN CERRADO IN THE CITY OF UBERLANDIA, MINAS GERAIS. Revista Arvore. 433-442"
	Cyanocorax cristatellus	RO:0002470	eats		Mauritia flexuosa							"Prada Villalobos, Manrique; Araujo Bagno, Marcelo. 2012. Avian frugivores feeding on Mauritia flexuosa (Arecaceae) fruits in Central Brazil. Revista Brasileira De Ornitologia. 26-29"
	Sciurus granatensis	RO:0002470	eats		Mauritia flexuosa							"PONCE CALDERîN, Mar’a Elena. 2002. Patrones de ca’da de frutos en Mauritia Flexuosa L.F. Y fauna involucrada en los procesos de remoci—n de semillas. Acta Bot‡nica Venezuelica. 119-142"
	Orthopsittaca manilata	RO:0002470	eats		Mauritia flexuosa							"Malacco da Silva, Gustavo Bernardino; Pedroni, Fernando. 2014. FRUGIVORY BY BIRDS IN CERRADO IN THE CITY OF UBERLANDIA, MINAS GERAIS. Revista Arvore. 433-442"
	Orthopsittaca manilata	RO:0002470	eats		Mauritia flexuosa							"Prada Villalobos, Manrique; Araujo Bagno, Marcelo. 2012. Avian frugivores feeding on Mauritia flexuosa (Arecaceae) fruits in Central Brazil. Revista Brasileira De Ornitologia. 26-29"
	Amazona aestiva	RO:0002470	eats		Mauritia flexuosa							"Prada Villalobos, Manrique; Araujo Bagno, Marcelo. 2012. Avian frugivores feeding on Mauritia flexuosa (Arecaceae) fruits in Central Brazil. Revista Brasileira De Ornitologia. 26-29"
	Myoprocta acouchy	RO:0002470	eats		Astrocaryum chambira							"Ram’rez, Beatriz H.; Parrado-Rosselli, çngela; Stevenson, Pablo. 2009. SEED DISPERSAL OF A USEFUL PALM (Astrocaryum chambira Burret) IN THREE AMAZONIAN FORESTS WITH DIFFERENT HUMAN INTERVENTION. Colombia Forestal. May-16"
	Myoprocta acouchy	RO:0002470	eats		Astrocaryum chambira							"Ram’rez, Beatriz H.; Parrado-Rosselli, çngela; Stevenson, Pablo. 2009. SEED DISPERSAL OF A USEFUL PALM (Astrocaryum chambira Burret) IN THREE AMAZONIAN FORESTS WITH DIFFERENT HUMAN INTERVENTION. Colombia Forestal. May-16"
	Sciurus igniventris	RO:0002470	eats		Astrocaryum chambira							"Palmer, Rosa R.; Koprowski, John L.. 2014. Feeding behavior and activity patterns of Amazon red squirrels. Mammalia. 303-313"
	Caracara plancus	RO:0002470	eats		Mauritia flexuosa							"Prada Villalobos, Manrique; Araujo Bagno, Marcelo. 2012. Avian frugivores feeding on Mauritia flexuosa (Arecaceae) fruits in Central Brazil. Revista Brasileira De Ornitologia. 26-29"
	Ara ararauna	RO:0002470	eats		Mauritia flexuosa							"Prada Villalobos, Manrique; Araujo Bagno, Marcelo. 2012. Avian frugivores feeding on Mauritia flexuosa (Arecaceae) fruits in Central Brazil. Revista Brasileira De Ornitologia. 26-29"
	Ara ararauna	RO:0002470	eats		Mauritia flexuosa							"Santos, A. A.; Ragusa-Netto, J.. 2014. Plant food resources exploited by Blue-and-Yellow Macaws (Ara ararauna, Linnaeus 1758) at an urban area in Central Brazil. Brazilian Journal of Biology. 429-437"
	Sapajus apella	RO:0002470	eats		Astrocaryum chambira							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Dasyprocta punctata	RO:0002470	eats		Mauritia flexuosa							"Mendieta-Aguilar, Geovanna; Pacheco, Luis F.; Roldan, Alejandro I.. 2015. Seed dispersal of Mauritia flexuosa (Arecaceae) by terretrial frugivores in Laguna Azul, Beni, Bolivia. Acta Amazonica. 45-55"
	Dasyprocta leporina	RO:0002470	eats		Mauritia flexuosa							"PONCE CALDERîN, Mar’a Elena. 2002. Patrones de ca’da de frutos en Mauritia Flexuosa L.F. Y fauna involucrada en los procesos de remoci—n de semillas. Acta Bot‡nica Venezuelica. 119-142"
	Cacajao melanocephalus	RO:0002470	eats		Mauritia flexuosa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Sarcoramphus papa	RO:0002470	eats		Mauritia flexuosa							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
