sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Ateles belzebuth	RO:0002470	eats		Socratea exorrhiza							"Stevenson, Pablo R.; Link, Andres; Gonzalez-Caro, Sebastian; Fernanda Torres-Jimenez, Maria. 2015. Frugivory in Canopy Plants in a Western Amazonian Forest: Dispersal Systems, Phylogenetic Ensembles and Keystone Plants. Plos One. e0140751"
	Ateles chamek	RO:0002470	eats		Socratea exorrhiza							"Felton, Annika M.; Felton, Adam; Wood, Jeff T.; Lindenmayer, David B.. 2008. Diet and feeding ecology of Ateles chamek in a bolivian semihumid forest: The importance of Ficus as a staple food resource. International Journal of Primatology. 379-403"
	Alouatta seniculus	RO:0002470	eats		Socratea exorrhiza							"Stevenson, Pablo R.; Link, Andres; Gonzalez-Caro, Sebastian; Fernanda Torres-Jimenez, Maria. 2015. Frugivory in Canopy Plants in a Western Amazonian Forest: Dispersal Systems, Phylogenetic Ensembles and Keystone Plants. Plos One. e0140751"
	Lagothrix lagotricha	RO:0002470	eats		Socratea exorrhiza							"Dew, J. L.. 2005. Foraging, food choice, and food processing by sympatric ripe-fruit specialists: Lagothrix lagotricha poeppigii and Ateles belzebuth belzebuth. International Journal of Primatology. 1107-1135"
	Lagothrix lagotricha	RO:0002470	eats		Socratea exorrhiza							"Stevenson, Pablo R.; Link, Andres; Gonzalez-Caro, Sebastian; Fernanda Torres-Jimenez, Maria. 2015. Frugivory in Canopy Plants in a Western Amazonian Forest: Dispersal Systems, Phylogenetic Ensembles and Keystone Plants. Plos One. e0140751"
	Pecari tajacu	RO:0002470	eats		Socratea exorrhiza							"Kuprewicz, Erin K.. 2015. Scatter Hoarding of Seeds Confers Survival Advantages and Disadvantages to Large-eeded Tropical Plants at Different Life Stages. Plos One. e0124932"
	Pecari tajacu	RO:0002470	eats		Socratea exorrhiza							"Kuprewicz, Erin K.. 2013. Mammal Abundances and Seed Traits Control the Seed Dispersal and Predation Roles of Terrestrial Mammals in a Costa Rican Forest. Biotropica. 333-342"
	Tayassu pecari	RO:0002470	eats		Socratea exorrhiza							"Keuroghlian, Alexine; Eaton, Donald P.. 2009. Removal of palm fruits and ecosystem engineering in palm stands by white-lipped peccaries (Tayassu pecari) and other frugivores in an isolated Atlantic Forest fragment. Biodiversity and Conservation. 1733-1750"
	Tayassu pecari	RO:0002470	eats		Socratea exorrhiza							"Beck, Harald. 2006. A review of peccary-palm interactions and their ecological ramifications across the Neotropics. Journal of Mammalogy. 519-530"
	Piaractus brachypomus	RO:0002470	eats		Socratea exorrhiza							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Rhinemys rufipes	RO:0002470	eats		Socratea exorrhiza							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Brycon bicolor	RO:0002470	eats		Leopoldinia pulchra							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Peltocephalus dumerilianus	RO:0002470	eats		Leopoldinia pulchra							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Podocnemis expansa	RO:0002470	eats		Leopoldinia pulchra							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Ortalis ruficauda	RO:0002470	eats		Copernicia tectorum							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Caracara plancus	RO:0002470	eats		Elaeis oleifera							"Galetti, M.; Guimaraes, P.. 2004. Seed dispersal of Attalea phalerata (Palmae) by Crested caracaras (Caracara plancus) in the Pantanal and a review of frugivory by raptors . Ararajuba. 133-135"
	Anodorhynchus hyacinthinus	RO:0002470	eats		Syagrus coronata							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Crax daubentoni	RO:0002470	eats		Copernicia tectorum							"Bertsch, Carolina; Barreto, Guillermo R.. 2008. DIET OF THE YELLOW-KNOBBED CURASSOW IN THE CENTRAL VENEZUELAN LLANOS. Wilson Journal of Ornithology. 767-777"
	Pecari tajacu	RO:0002470	eats		Copernicia tectorum							"Beck, Harald. 2006. A review of peccary-palm interactions and their ecological ramifications across the Neotropics. Journal of Mammalogy. 519-530"
	Tayassu pecari	RO:0002470	eats		Copernicia tectorum							"Beck, Harald. 2006. A review of peccary-palm interactions and their ecological ramifications across the Neotropics. Journal of Mammalogy. 519-530"
	Pan troglodytes	RO:0002470	eats		Eremospatha cabrae							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Piaractus brachypomus	RO:0002470	eats		Elaeis oleifera							"Correa, Sandra Bibiana; Costa-Pereira, Raul; Fleming, Theodore; Goulding, Michael; Anderson, Jill T.. 2015. Neotropical fish-fruit interactions: eco-evolutionary dynamics and conservation. Biological Reviews. 1263-1278"
	Cerdocyon thous	RO:0002470	eats		Butia capitata							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Procyon cancrivorus	RO:0002470	eats		Butia capitata							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Dasyprocta punctata	RO:0002470	eats		Astrocaryum alatum							"Kuprewicz, Erin K.. 2013. Mammal Abundances and Seed Traits Control the Seed Dispersal and Predation Roles of Terrestrial Mammals in a Costa Rican Forest. Biotropica. 333-342"
	Dasyprocta fuliginosa	RO:0002470	eats		Astrocaryum alatum							"Kuprewicz, Erin K.. 2015. Scatter Hoarding of Seeds Confers Survival Advantages and Disadvantages to Large-eeded Tropical Plants at Different Life Stages. Plos One. e0124932"
	Pecari tajacu	RO:0002470	eats		Astrocaryum alatum							"Kuprewicz, Erin K.. 2015. Scatter Hoarding of Seeds Confers Survival Advantages and Disadvantages to Large-eeded Tropical Plants at Different Life Stages. Plos One. e0124932"
	Pecari tajacu	RO:0002470	eats		Astrocaryum alatum							"Kuprewicz, Erin K.. 2013. Mammal Abundances and Seed Traits Control the Seed Dispersal and Predation Roles of Terrestrial Mammals in a Costa Rican Forest. Biotropica. 333-342"
	Parula pitiayumi	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Coereba flaveola	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Euphonia violacea	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Ramphocelus bresilius	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Sturnus pagodarum	RO:0002470	eats		Phoenix sylvestris							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Euryoryzomys russatus	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Brotogeris chiriri	RO:0002470	eats		Syagrus romanzoffiana							"Sazima, Ivan. 2008. The parakeet Brotogeris tirica feeds on and disperses the fruits of the palm Syagrus romanzoffiana in Southeastern Brazil. . "
	Brotogeris tirica	RO:0002470	eats		Syagrus romanzoffiana							"Sazima, Ivan. 2008. The parakeet Brotogeris tirica feeds on and disperses the fruits of the palm Syagrus romanzoffiana in Southeastern Brazil. . "
	Turdus rufiventris	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Turdus rufiventris	RO:0002470	eats		Syagrus romanzoffiana							"Hernandez, Angel. 2011. Internal dispersal of seed-inhabiting insects by vertebrate frugivores: a review and prospects. Integrative Zoology. 213-221"
	Turdus rufiventris	RO:0002470	eats		Syagrus romanzoffiana							"GUIX, JC; RUIZ, X.. 1995. TOUCANS AND THRUSHES AS POTENTIAL DISPERSERS OF SEED-PREDATORY WEEVIL LARVAE IN SOUTHEASTERN BRAZIL. Canadian Journal of Zoology-Revue Canadienne De Zoologie. 745-748"
	Sturnus contra	RO:0002470	eats		Phoenix sylvestris							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Acridotheres tristis	RO:0002470	eats		Phoenix sylvestris							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Myiopsitta monachus	RO:0002470	eats		Syagrus romanzoffiana							"Sazima, Ivan. 2008. The parakeet Brotogeris tirica feeds on and disperses the fruits of the palm Syagrus romanzoffiana in Southeastern Brazil. . "
	Sciurus aestuans	RO:0002470	eats		Syagrus romanzoffiana							"Olmos, F.; Pardini, R.; Boulhosa, R. L. P.; Burgi, R.; Morsello, C.. 1999. Do tapirs steal food from palm seed predators or give them a lift?. Biotropica. 375-379"
	Sciurus aestuans	RO:0002470	eats		Syagrus romanzoffiana							"Ribeiro, Luci Ferreira; Machado Conde, Luciana Onecia; Tabarelli, Marcelo. 2010. PREDATION AND REMOVAL OF SEEDS FROM FIVE SPECIES OF PALMS BY Guerlinguetus ingrami (Thomas, 1901) IN AN URBAN FRAGMENT OF THE MONTANE ATLANTIC FOREST. Revista Arvore. 637-649"
	Sciurus ingrami	RO:0002470	eats		Syagrus romanzoffiana							"Keuroghlian, Alexine; Eaton, Donald P.. 2009. Removal of palm fruits and ecosystem engineering in palm stands by white-lipped peccaries (Tayassu pecari) and other frugivores in an isolated Atlantic Forest fragment. Biodiversity and Conservation. 1733-1750"
	Sciurus ingrami	RO:0002470	eats		Syagrus romanzoffiana							"Freire, Caio Castro; Closet, Melissa Bars; Hasui, Erica; Ramos, Flavio Nunes. 2013. Reproductive phenology, seed dispersal and seed predation in Syagrus romanzoffiana in a highly fragmented landscape. Annales Botanici Fennici. 220-228"
	Sciurus ingrami	RO:0002470	eats		Syagrus romanzoffiana							"Brancalion, Pedro H. S.; Rodrigues, Ricardo Ribeiro; Novembre, Ana D. L. C.; Gomez, Jose M.. 2011. Are We Misinterpreting Seed Predation in Palms?. Biotropica. Dec-14"
	Sciurus ingrami	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Sciurus ingrami	RO:0002470	eats		Syagrus romanzoffiana							"Fleury, M.; Galetti, M.. 2006. Forest fragment size and microhabitat effects on palm seed predation. Biological Conservation. Jan-13"
	Sciurus ingrami	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Sciurus ingrami	RO:0002470	eats		Syagrus ruschiana							"Ribeiro, Luci Ferreira; Machado Conde, Luciana Onecia; Tabarelli, Marcelo. 2010. PREDATION AND REMOVAL OF SEEDS FROM FIVE SPECIES OF PALMS BY Guerlinguetus ingrami (Thomas, 1901) IN AN URBAN FRAGMENT OF THE MONTANE ATLANTIC FOREST. Revista Arvore. 637-649"
	Coracopsis nigra	RO:0002470	eats		Verschaffeltia splendida							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Sciurus granatensis	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Cyanocorax caeruleus	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Proechimys semispinosus	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Amazona brasiliensis	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Ramphastos dicolorus	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Ramphastos dicolorus	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Ramphastos dicolorus	RO:0002470	eats		Syagrus romanzoffiana							"Hernandez, Angel. 2011. Internal dispersal of seed-inhabiting insects by vertebrate frugivores: a review and prospects. Integrative Zoology. 213-221"
	Ramphastos dicolorus	RO:0002470	eats		Syagrus romanzoffiana							"GUIX, JC; RUIZ, X.. 1995. TOUCANS AND THRUSHES AS POTENTIAL DISPERSERS OF SEED-PREDATORY WEEVIL LARVAE IN SOUTHEASTERN BRAZIL. Canadian Journal of Zoology-Revue Canadienne De Zoologie. 745-748"
	Callithrix penicillata	RO:0002470	eats		Syagrus romanzoffiana							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Ramphastos vitellinus	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Ramphastos vitellinus	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Ramphastos vitellinus	RO:0002470	eats		Syagrus romanzoffiana							"Hernandez, Angel. 2011. Internal dispersal of seed-inhabiting insects by vertebrate frugivores: a review and prospects. Integrative Zoology. 213-221"
	Saguinus geoffroyi	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Ortalis guttata	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Leontopithecus chrysopygus	RO:0002470	eats		Syagrus romanzoffiana							"Keuroghlian, Alexine; Eaton, Donald P.. 2009. Removal of palm fruits and ecosystem engineering in palm stands by white-lipped peccaries (Tayassu pecari) and other frugivores in an isolated Atlantic Forest fragment. Biodiversity and Conservation. 1733-1750"
	Leontopithecus chrysopygus	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Penelope superciliaris	RO:0002470	eats		Syagrus romanzoffiana							"Guix, J. C.; Ruiz, X.. 1997. Weevil larvae dispersal by guans in southeastern Brazil. Biotropica. 522-525"
	Didelphis albiventris	RO:0002470	eats		Syagrus romanzoffiana							"Keuroghlian, Alexine; Eaton, Donald P.. 2009. Removal of palm fruits and ecosystem engineering in palm stands by white-lipped peccaries (Tayassu pecari) and other frugivores in an isolated Atlantic Forest fragment. Biodiversity and Conservation. 1733-1750"
	Didelphis albiventris	RO:0002470	eats		Syagrus romanzoffiana							"Cantor, Mauricio; Ferreira, Leticia Andrade; Silva, Wesley Rodrigues; Freire Selz, Eleonore Zulnara. 2010. Potential seed dispersal by Didelphis albiventris (Marsupialia, Didelphidae) in highly disturbed environment. Biota Neotropica. 45-51"
	Callicebus torquatus	RO:0002470	eats		Oenocarpus mapora							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Didelphis marsupialis	RO:0002470	eats		Syagrus romanzoffiana							"Franco-Quimbay, July; Rojas-Robles, Rosario. 2015. Frugivor’a y dispersi—n de semillas de la palma Oenocarpus bataua en dos regiones con diferente estado de conservaci—n. Actualidades Biol—gicas. 273-285"
	Didelphis marsupialis	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Ara ararauna	RO:0002470	eats		Syagrus romanzoffiana							"Santos, A. A.; Ragusa-Netto, J.. 2014. Plant food resources exploited by Blue-and-Yellow Macaws (Ara ararauna, Linnaeus 1758) at an urban area in Central Brazil. Brazilian Journal of Biology. 429-437"
	Didelphis aurita	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Didelphis aurita	RO:0002470	eats		Syagrus romanzoffiana							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Penelope obscura	RO:0002470	eats		Syagrus romanzoffiana							"Guix, J. C.; Ruiz, X.. 1997. Weevil larvae dispersal by guans in southeastern Brazil. Biotropica. 522-525"
	Penelope obscura	RO:0002470	eats		Syagrus romanzoffiana							"Hernandez, Angel. 2011. Internal dispersal of seed-inhabiting insects by vertebrate frugivores: a review and prospects. Integrative Zoology. 213-221"
	Penelope purpurascens	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Dasyprocta azarae	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Sapajus apella	RO:0002470	eats		Syagrus romanzoffiana							"Keuroghlian, Alexine; Eaton, Donald P.. 2009. Removal of palm fruits and ecosystem engineering in palm stands by white-lipped peccaries (Tayassu pecari) and other frugivores in an isolated Atlantic Forest fragment. Biodiversity and Conservation. 1733-1750"
	Sapajus apella	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Sapajus nigritus	RO:0002470	eats		Syagrus romanzoffiana							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Dasyprocta punctata	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Cebus capucinus	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Potos flavus	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Dasyprocta leporina	RO:0002470	eats		Syagrus romanzoffiana							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Nasua nasua	RO:0002470	eats		Syagrus romanzoffiana							"Keuroghlian, Alexine; Eaton, Donald P.. 2009. Removal of palm fruits and ecosystem engineering in palm stands by white-lipped peccaries (Tayassu pecari) and other frugivores in an isolated Atlantic Forest fragment. Biodiversity and Conservation. 1733-1750"
	Nasua nasua	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Nasua nasua	RO:0002470	eats		Syagrus romanzoffiana							"Genini, Julieta; Galetti, Mauro; Morellato, L. Patricia C.. 2009. Fruiting phenology of palms and trees in an Atlantic rainforest land-bridge island. Flora. 131-145"
	Nasua narica	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Coendou prehensilis	RO:0002470	eats		Syagrus romanzoffiana							"Brancalion, Pedro H. S.; Rodrigues, Ricardo Ribeiro; Novembre, Ana D. L. C.; Gomez, Jose M.. 2011. Are We Misinterpreting Seed Predation in Palms?. Biotropica. Dec-14"
	Cerdocyon thous	RO:0002470	eats		Syagrus romanzoffiana							"Keuroghlian, Alexine; Eaton, Donald P.. 2009. Removal of palm fruits and ecosystem engineering in palm stands by white-lipped peccaries (Tayassu pecari) and other frugivores in an isolated Atlantic Forest fragment. Biodiversity and Conservation. 1733-1750"
	Cerdocyon thous	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Cerdocyon thous	RO:0002470	eats		Syagrus romanzoffiana							"da Silva, Fernanda R.; Begnini, Romualdo M.; Lopes, Benedito C.; Castellani, Tania T.. 2011. Seed dispersal and predation in the palm Syagrus romanzoffiana on two islands with different faunal richness, southern Brazil. Studies on Neotropical Fauna and Environment. 163-171"
	Cerdocyon thous	RO:0002470	eats		Syagrus romanzoffiana							"Rocha, Vlamir J.; Reis, Nelio R. dos; Sekiama, Margareth L.. 2004. Dieta e dispers‹o de sementes por Cerdocyon thous (Linnaeus) (Carn’vora, Canidae), em um fragmento florestal no Paran‡, Brasil. Revista Brasileira de Zoologia. 871-876"
	Ateles geoffroyi	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Alouatta guariba	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Alouatta guariba	RO:0002470	eats		Syagrus romanzoffiana							"Martins, Milene Moura. 2008. Fruit diet of Alouatta guariba and Brachyteles arachnoides in Southeastern Brazil: comparison of fruit type, color, and seed size. Primates. 1-Aug"
	Procyon cancrivorus	RO:0002470	eats		Syagrus romanzoffiana							"Keuroghlian, Alexine; Eaton, Donald P.. 2009. Removal of palm fruits and ecosystem engineering in palm stands by white-lipped peccaries (Tayassu pecari) and other frugivores in an isolated Atlantic Forest fragment. Biodiversity and Conservation. 1733-1750"
	Procyon cancrivorus	RO:0002470	eats		Syagrus romanzoffiana							"Zona, S. & Henderson, A. (1989) A review of animal mediated seed dispersal of palms. Selbyana, 11, 6-21. Online Update 2006 ((http://www.virtualherbarium.org/palms/psdispersal.html). "
	Procyon cancrivorus	RO:0002470	eats		Syagrus romanzoffiana							"Quintela, Fernando M.; Iob, Graziela; Artioli, Luiz G. S.. 2014. Diet of Procyon cancrivorus (Carnivora, Procyonidae) in restinga and estuarine environments of southern Brazil. Iheringia Serie Zoologia. 143-149"
	Alouatta palliata	RO:0002470	eats		Oenocarpus mapora							"Beckman, Noelle G.; Muller-Landau, Helene C.. 2007. Differential effects of hunting on pre-dispersal seed predation and primary and secondary seed removal of two neotropical tree species. Biotropica. 328-339"
	Cuniculus paca	RO:0002470	eats		Syagrus romanzoffiana							"Keuroghlian, Alexine; Eaton, Donald P.. 2009. Removal of palm fruits and ecosystem engineering in palm stands by white-lipped peccaries (Tayassu pecari) and other frugivores in an isolated Atlantic Forest fragment. Biodiversity and Conservation. 1733-1750"
	Cuniculus paca	RO:0002470	eats		Syagrus romanzoffiana							"Brancalion, Pedro H. S.; Rodrigues, Ricardo Ribeiro; Novembre, Ana D. L. C.; Gomez, Jose M.. 2011. Are We Misinterpreting Seed Predation in Palms?. Biotropica. Dec-14"
